title,author,googleid,goodreads_id,start date,end date,read status,rating,pages,thumbnail_url
The Naked and the Dead,Norman Mailer,l4lZDwAAQBAJ,12467,2021/02/10,,read,5,721.0,http://books.google.com/books/publisher/content?id=l4lZDwAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71JmhWrVTm6REp3g9aYn8IrI3sSiKLFP0nPZm5MRyeJ1XqFJOrvdIs5xyHYxIlSatyGXf9X2GaFiX4AmwStYRi-TLWCIn5p0X3ihgrYttf7GiTWN4dIScqRwXQeD_HkL6nsbxob&source=gbs_api
Life and Fate,Vasily Grossman,qvi1DQAAQBAJ,88432,2021/02/10,,read,5,864.0,http://books.google.com/books/publisher/content?id=qvi1DQAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72M_HfuSUJUajoTNJ6C9TWxk4t7AQl5jmmqksL-RtMlmAu23wJ8rKOktYAlaP5fe3XVtbYvHLER8_3LjNJv9Eeqygm8Kn1-VKIGoIbCpZHKyPnPSAf9J--OKKO0t5ZV2Tgwusc1&source=gbs_api
What Am I Doing Here?,Bruce Chatwin,GWPO75mddbYC,79908,2021/02/10,,read,5,384.0,http://books.google.com/books/content?id=GWPO75mddbYC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72Ucef4T7WvCWXMJRsz4x8v-iQaSJW6_Pr8bL2FjrAIdcBquq07A9THjY1TtykYWQ8o8FtHSoX7wp7PDJ7p0Yf-Rc6uKRm35PgQugIeaIAEqbxxhw1npj7bp6Dz_7_I6XjFLZzD&source=gbs_api
"AI Superpowers: China, Silicon Valley, and the New World Order",Kai-Fu Lee,Xb9wDwAAQBAJ,38242135,2023/04/20,2023/10/12,read,3,255.0,http://books.google.com/books/publisher/content?id=Xb9wDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE705f6nMUDWYk-l7M3Yiu6QIolLNLAmrGmHMfewbLxWPX3w4-DHwjDHrcSL8TaIqlY1Apg116_S07f84lCZHgQ4kx2fYA9Ccn7qbUSkJmCMF3iDnRvojP6vfwvVZekmVALagIPSy&source=gbs_api
The Sun Also Rises,Ernest Hemingway,BihiEAAAQBAJ,3876,2020/06/30,,read,3,189.0,http://books.google.com/books/publisher/content?id=BihiEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE7256gb-_DAXBoMENrQlcwYdVnC-7cdfY0_QUc_UPy1GS7c3QpdusWr9VcwTVXseE31jGP9gntfA-smwq5YvYMum5TLNPyw4198M5lI0fOE_hrqTDcgSbSUDEtuuhSVtAQBSDgSy&source=gbs_api
This One Wild and Precious Life: A Hopeful Path Forward in a Fractured World,Sarah Wilson,6WvqDwAAQBAJ,54112488,2021/02/10,,read,4,368.0,http://books.google.com/books/publisher/content?id=6WvqDwAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73ICq6R6Er2d12N9zQuzZ2zDms6uQ2TwpKkvKYuOJsAUgQSYcOddiTch0_XGfscxvC7sR1s9PMtm4cP9UIWsWqWcZtcSauIB1FRbo88RN_Jpb00X35Lza77AWiBAca9Fzw2FiYm&source=gbs_api
Animal Farm,George Orwell,zsF8xwh6N_MC,170448,2020/06/30,,read,5,128.0,http://books.google.com/books/content?id=zsF8xwh6N_MC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE737Wf2GS1cnJwu1UgpZnS84WBStS019OQ1y4dglxUL9wxFSOooPtoMNLUSMwY5ezEoVxOBHa43W5hXRg76_LV1y74-vlV0JKrU98DiyiAkae881xucKfzdoB1AaMvB-1gaadzqI&source=gbs_api
Brave New World,Aldous Huxley,TIJ5EAAAQBAJ,5129,2020/06/30,,read,5,268.0,http://books.google.com/books/publisher/content?id=TIJ5EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE73fcNvPd0R2-nWGxl94bGpxgPaZeG-BEH-kk6-LNckNtFpGOA2muChjuYnCBjJ0-zSNNdKNstJyfQgmHUtCFlPufyU6JSY4a5dx0Msb_2AOuRASOw1POqr3lx1qGTVI2SC42sZL&source=gbs_api
Catch-22,Joseph Heller,Xfze51E7TEoC,168668,2020/06/30,,read,5,453.0,http://books.google.com/books/content?id=Xfze51E7TEoC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE71H7FPB8BZrdAaE7wE2UapN0cUGb1JEIB4GNcxEv4Lsh8uP1zAltTNGeQmy0e-m9iAjkn6HC4Joyf8qtJnDeyIHsn6wfd6ScTksricpqhvi0US2lfxVAg4xIOEBHja9LD1B5OOV&source=gbs_api
I Will Teach You to Be Rich: No Guilt. No Excuses. No BS. Just a 6-Week Program That Works,Ramit Sethi,DvSlDwAAQBAJ,40591670,2023/11/07,2023/12/08,read,4,352.0,http://books.google.com/books/publisher/content?id=DvSlDwAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72EpoYLRdQ6pNpSvy1w0IIMate02nHCZvYTM-fjC2X4bD6ZrMuYLA8NkYLCUmtHBec6c1_eGQuwszOEQg4GJPaHjL2coyivLVcBRyUFMJBdhy4rCP5MMSiQPcOtQKHvOQZgCwr1&source=gbs_api
A Farewell to Arms,Ernest Hemingway,Z-FSAgAAQBAJ,10799,2020/06/30,,read,4,293.0,http://books.google.com/books/publisher/content?id=Z-FSAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE71BOhozLyuY6q3jSeX-AKYXjhwkIWM0wWKO-GcJJQJxRvJddyUXjX0ayAW07gysjvDB-ldwU23OC16HjE2erdqnNFJHDkolk_WIFskie8WOo4pmONPl-BeQ9vqKJxqb7hgvSP7k&source=gbs_api
Notes from Underground,Fyodor Dostoevsky,mtcKAQAAMAAJ,49455,2020/06/30,,read,4,136.0,http://books.google.com/books/content?id=mtcKAQAAMAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73ROu4n34I4F8H4eXSD539Qir8yn8F7YI_PY8uYx6ZOZIp5tnNMzkO0QST85au5hAMNffQRB1a4TFifSYg4kYUaqH8m5Zd0n-Vl__4C5491aR-MWdpArXRZRC2toA-Z-MacOKCY&source=gbs_api
All Quiet on the Western Front,Erich Maria Remarque,Ubk7YzNZGQUC,355697,2020/06/30,,read,4,296.0,http://books.google.com/books/content?id=Ubk7YzNZGQUC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE70B3gvWj1NL6lvkyLV3InhAGalPPs6xQQdKjz0DKI-HNRuSFBYIltrOG7DwM8WAmidjGpjUSm4MUCtO7Huo6XpEaOt6HWfcv-2e_j1SwT1nJHTeHAqh0DYl7vqIas8bpvIZzOON&source=gbs_api
The Psychology of Money,Morgan Housel,5HrrDwAAQBAJ,41881472,2023/10/05,2023/11/16,read,4,252.0,http://books.google.com/books/publisher/content?id=5HrrDwAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73FNvci4Wn72IfiPSm9ASPdU04JcgZSSlKI8mZdcIe0KHzs_HG-_RYdqs6If6nqzxr5lONwYMAy1AVcnoTn_YHdIJGk6uZoCc05rGjYo2-VZHuB3a84T-QO4gUrDX82f1_rX9D0&source=gbs_api
Storm of Steel,Ernst Jünger,q-LjDQAAQBAJ,240485,2020/06/30,,read,5,289.0,http://books.google.com/books/publisher/content?id=q-LjDQAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73cK5FnvarmDVst1QlFu97Z9Ft7sI6MHV4UdvwglM8twfR8tQtoxG7jPx7jdFdM5ZB7bAjn08fY690xlqp2xHR-FNG515y1rc4-9qWFH_UsjnPmDL0ippTZ5g3XdpwtvUciNeJg&source=gbs_api
The Rum Diary,Hunter S. Thompson,c5tMZGbhCkEC,18864,2020/06/30,,read,5,224.0,http://books.google.com/books/content?id=c5tMZGbhCkEC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE726z5aobgSaf1WvvgpCDOMynYz4eiuu5Tar0Zcb7sjRhOdLof4oNa2PMg9edoN6Ju52UeFpuZER9FB9JoY8N1tDLKyntvOy9zeAAIc5YdxSjIHHvutDzEDwxBQaBBsOeEKgxZGl&source=gbs_api
The Beach,Alex Garland,mSZDPuxde6QC,607639,2020/06/30,,read,5,436.0,http://books.google.com/books/content?id=mSZDPuxde6QC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72f3bBZ2mvN6nglj0_UZeRxne7QkPfFx0CdRUE8ImnUhz0z9wKTlWsnlZPWCCc5HcRNZWn7GQeXh_kSfTv8d20qsbCrIE3K8qUB5N4Kgj2VbX4egAAXl0bSh6jdmXF_yp0T9bE3&source=gbs_api
Principles For Dealing With the Changing World Order: Why Nations Succeed and Fail,Ray Dalio,AifhDwAAQBAJ,52962238,2023/10/05,2023/11/14,read,4,576.0,http://books.google.com/books/publisher/content?id=AifhDwAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70KCjxriMafCff8qgLR-qbn_xumEwvBs8B7OA7GvS2b4VTIDgUegrjmF5lNxDLonSOgbXqb4lr3B3YUvS4L-Z-0F9sjr8fX1GaqifsQVZfBB4caGiPJm3R9Iwt1a1CJzx0gOdzB&source=gbs_api
"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,4QXnYRaBUFAC,38447,2020/06/30,,read,3,314.0,http://books.google.com/books/content?id=4QXnYRaBUFAC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73EDC3T0SVxdfpJcljgMdyVuIgeFj-ERrQS_MKKHjAXoRAtVIPepbvWe7McakJcm0JznDUEWIVhuBFKWjjA9qdrNm5UG2J7ZkwKpuoWvE6O_HdlU-uVdDyafASRNaDjio-4XUNt&source=gbs_api
Attention Factory: The Story of TikTok & China’s ByteDance,Matthew  Brennan,BewAzgEACAAJ,55666294,2023/10/08,2023/11/05,read,3,304.0,http://books.google.com/books/content?id=BewAzgEACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71AwIE-8gXIepBtzPQfMVHzC1E6Cj8nBuxsub_u2e7vcwILID37JxxpEbj1UusiLpBga9DqOb54JwmUF1FRNEeYR7rz2GIfraGNM1BEf0e9uRh4EM4GYpW9b-updgq7i8mciisO&source=gbs_api
The Grapes of Wrath,John Steinbeck,TdhaZ6xEaBYC,18114322,2020/06/30,,read,5,479.0,http://books.google.com/books/content?id=TdhaZ6xEaBYC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71DBdVtUMeMxJ26lu0RRBd5iKck_PY31QBU1Z9oC-rVd9mtNelLYtP-03sdRnH2INOM8hL_Rmf1DlRzsA7G224iWnPh6OBYCM4_vu2oo1PR1Ggj1znEmq1-M1gtA5KLgVUiP1Qc&source=gbs_api
Slaughterhouse-Five,Kurt Vonnegut Jr.,Gc_SLksZVB4C,4981,2020/06/30,,read,3,275.0,http://books.google.com/books/content?id=Gc_SLksZVB4C&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE713Bzv8z3vrTrQ5I8LuukXdkP3JCrXM_0hSCzHQCaaUPvKWtel5W0UCw5g22lFxQxLsND6AXLXPFNsf7f4QCTzAsagAnk55uU2_dOi0jXcE9ojJB4jm5X-47cMERQEedR0hVZ3q&source=gbs_api
We,Yevgeny Zamyatin,-RSyEAAAQBAJ,76171,2020/06/30,,read,3,226.0,http://books.google.com/books/publisher/content?id=-RSyEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE72-E2Xhw8UB8pZKhPpxTJT-DsHcPtBx0CI2zvvhWVzP5RXBxR5bCCkgJ5h26MVHS4UdZaeLIPQpTfNQZwvNmHhsjJgaGE_GOXHoferABuyqy7VvqbtrX4TrQ4LhkC7Gd9mjS4lp&source=gbs_api
"Valley of Genius: The Uncensored History of Silicon Valley (As Told by the Hackers, Founders, and Freaks Who Made It Boom)",Adam  Fisher,HUc5DwAAQBAJ,36382335,2023/09/28,2023/10/22,read,4,512.0,http://books.google.com/books/publisher/content?id=HUc5DwAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73IF71T2QN81MBTa8a2scEgCww5j5ZW_WtT4Andqz1lJqYfYAJ6Y_58NoFYJPLzyFIWuXsK-91KHknHRzG2FiaooeSnb_o1LHYnNlkBWeJyXvlUzUpPJKKu19tOzaX9n7VRrCKy&source=gbs_api
Fahrenheit 451,Ray Bradbury,OYtkbGl2j0sC,13079982,2020/06/30,,read,5,194.0,http://books.google.com/books/content?id=OYtkbGl2j0sC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE710QsDS9kfkYv4PumLiYbhjeKEAH7Kx6fPQcmOcaqSsKL1xHUjs1cyoah9ypT6F1keR3saJ6WfILg4hKqghb3gChvRUPLuAbFJXh-ec8xEKgUX7SPTAZgzcMjz6XoCP_BABGONq&source=gbs_api
The Catcher in the Rye,J.D. Salinger,mZunDwAAQBAJ,5107,2020/06/30,,read,4,234.0,http://books.google.com/books/publisher/content?id=mZunDwAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72PPmGaFW5fDUYQPScq9lveXTLa9enk4IdWYKL7gXx204B7qVadI5Wkax3GMHLmPY8RBe1c7I0hv1aqaAt1e8ngwlpaKrpgW0RTyIjPtoAVd5u9rRWwautIQaU9aqP4laC_4DTG&source=gbs_api
The Forgotten Soldier,Guy Sajer,_8QUlpa3O4EC,102305,2020/06/30,,read,5,465.0,http://books.google.com/books/content?id=_8QUlpa3O4EC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE73KvgzzQju4ZyJGMOxlEirxcTLTbt1vlmgwZmEhlyFr7MuNbR6vvaoyXjPvrIT4DNmINvyxlijjVRL_4rZFJcSXYjL7a0UEcrRFWr5Vdp0GVZzrozMBZHn8JH_Emc1jvA6khmQ8&source=gbs_api
The Idiot,Fyodor Dostoevsky,5fyuj9x9UZIC,12505,2020/06/30,,read,3,667.0,http://books.google.com/books/content?id=5fyuj9x9UZIC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE72kfyY2JI5foriXVod3eLACZM9ddrP27Cf_YChnseCYCFMrn2hdgZd2AudEA2j8FpXtkqj1gHs2kbu52clpGB1HMV4yS-1dzvYEUsD66LjHgdWZ8qo8XETBTBGgJ6pT7KtWFfQK&source=gbs_api
Lolita,Vladimir Nabokov,S0lVyYcw8tsC,7604,2020/06/30,,read,3,368.0,http://books.google.com/books/content?id=S0lVyYcw8tsC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70WnPeS_Ue36O9BjRAl3VC0A72DtNuzluMLDSNS2yvUGar-6creEht6T2CqN3z3Y3xSpq-9nVlqi7pmSMXmCArQ6icnBwKGtardUW_m5CWj6waaBTfWdn2JIVwRD5PrOyhz2BqK&source=gbs_api
Junky,William S. Burroughs,2CvEs2xybZ4C,23940,2020/06/30,,read,3,166.0,http://books.google.com/books/content?id=2CvEs2xybZ4C&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72nerr0k9bjuAV9v0TdjItndPFP6Xqk7e9qHYWExITpL8uYJG4UKwmvmsFuz70FfxHF6Wq7uF8llhEsDfvisiO9N0vXxB6VgCTXWo7jDfVXZ4CcI8J-6O1TrTTRZLr649iJ5ieS&source=gbs_api
The Motorcycle Diaries: Notes on a Latin American Journey,Ernesto Che Guevara,1zYGEAAAQBAJ,172732,2021/02/10,,read,3,175.0,http://books.google.com/books/publisher/content?id=1zYGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE73Q1DFY0dKnVF7upbrLu_OqPDoqJRYCiLbGwCIi7LSnB1dQGv5c_mM8NaZF0kj2Sgx7eJtgLw_orTj0xXr8CO1GJRcicN2d_OU-yDFqV2HuMcdyMPDeDte5w5XhY8bj4Rg9G9-b&source=gbs_api
The Road,Cormac McCarthy,fwMuvZo1HEAC,6288,2020/06/30,,read,4,241.0,http://books.google.com/books/content?id=fwMuvZo1HEAC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72yFO1pkdiA5iDblT2urr9FVW4WYKSLTQQZGSzIrbFqJVzxUBJcRQsM0aoyNUV0PgDd9rbmqkklrS8vivTmuAjNQo4FP60hl5khNwkBXxRgva3iPjYemDE6qfkINztbRgKXZSMY&source=gbs_api
The Stand,Stephen King,UbfnTcmkaKkC,149267,2021/02/10,,read,5,1152.0,http://books.google.com/books/content?id=UbfnTcmkaKkC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70uGjvajIkzUuwVUNcgRjF_IjQnTy24wwSR2nyXVP0vip-auI_4ZvhEpM2xvDXiB6Ooec7pXwgnr8L2VLFhd60--hZnzOomz-zYXZevS1BsAY0SnH13eTsHrOp1ThJCASbcnmLs&source=gbs_api
The Communist Manifesto,Karl Marx,5BpiEAAAQBAJ,30474,2021/02/10,,read,2,288.0,http://books.google.com/books/publisher/content?id=5BpiEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE72V8A0MexqnmryuTEM3QPqkvbIASi1sVYhlRowf2JoysM18HFCO0DsxkuYTgeKKdvp3s_CqqyBBcKFl-9JcppzjQ-zSCbKgIncJ20KB0_4FCmDufmgLYzrNZDvXpXQdsptokDhR&source=gbs_api
The Road to Wigan Pier,George Orwell,Sq9fEAAAQBAJ,30553,2021/02/10,,read,4,215.0,http://books.google.com/books/publisher/content?id=Sq9fEAAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70EMQccPpW5xw7Xd0UIfxO8kgvDfA-uiQVes1fyR8sdb2ZrclTihEqoHeotHEoLZCJBjOd_JwhT8KALVPPfPVABZHICg43ZOleM4X3eL624JAy9dLMtV8_P54BcVa70lvmS-46L&source=gbs_api
Man's Search for Meaning,Viktor E. Frankl,RMqMDQAAQBAJ,4069,2021/02/10,,read,4,165.0,http://books.google.com/books/publisher/content?id=RMqMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE72Dtcw4vYebzkT3eFlyV8jcX9yH2GlN2QWujP1v_p68WJUwMNi7txb0Ellk5rKkP4rTrysBTttMxwuRM0mKMJM2SHFENbn0ZY3ekVbf35A4cgfxN7JKeqzxsqwHc61CWuyy3ubp&source=gbs_api
The Sorrow Of War: A Novel of North Vietnam,Bảo Ninh,ZKBIfMLVMHsC,780889,2021/02/10,,read,5,233.0,http://books.google.com/books/content?id=ZKBIfMLVMHsC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70HYll9ISekNri0fUD9-oZz7VayraKh5xNm_v926zhpOVX0s_4LwM4tS0wd79YvTD1zxJdSth-Thi5XS4RGGGl5Ds8OvVaCLhBSVj9-lkGW6dYtsBune816CWNMvwsGHfEi8fH4&source=gbs_api
The Consolation of Philosophy,Boethius,X5UoAwAAQBAJ,31837,2022/01/05,2022/09/06,read,3,155.0,http://books.google.com/books/publisher/content?id=X5UoAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE71mlzViStZ6lAmzQ8uj_ioIyXmTlzori7eJ2D4LtediqTdCkDDdvt0hx9Lia1ai0pYVwT72u-pk7tNFFlCbQdlS8awXaGwXdc-y7p8G8web3dEHX5ggJGbfyQRoVswCjYDWKYAT&source=gbs_api
"The Age of Reason (Roads to Freedom, #1)",Jean-Paul Sartre,SjUQeFHY2_4C,10034,2021/02/10,,read,1,416.0,http://books.google.com/books/content?id=SjUQeFHY2_4C&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE71HR3jKz8nc4fxUTOKv2zotsUHK0qbzjXiYgxZz6SPHGgqqHUYNFFRvIk6wPNgqRjaUEW1SXVkwm_21wnbw-oiWacPuFdIieTH2jv0m2Q-uEoldQBJhoNDFmwk_J63Fdy-YIGEX&source=gbs_api
The Plague,Albert Camus,7_Blv5sqceoC,11989,2022/01/05,2023/08/16,read,3,308.0,http://books.google.com/books/content?id=7_Blv5sqceoC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE702fNt0DSrQxhGWsZQ-9N82YNW3UkPgmdQ0QB_iiXUx36xh4i5A1Z4ZPSzG0Mm63ktOLna3d54fn66eHf5jCUg9C4vpgvJzQS-glfOqy210aHJ51FpCyh5O-UCfdl06PyyHTDRV&source=gbs_api
No Excuses: Existentialism and the Meaning of Life,Robert C. Solomon,8tVSPgAACAAJ,25517245,2023/07/30,2023/08/20,read,4,13.0,
Hiroshima,John Hersey,SIiVDwAAQBAJ,27323,2022/01/05,2023/08/21,read,4,152.0,http://books.google.com/books/publisher/content?id=SIiVDwAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71oyyWsIkm3-YyzLvlDVCG3u2657JH2GACcF6pj8WfXogmR1lFdo6QAEQfyNftqHYlD8XOk__2nNGpjkMiSY4Ze_KVbO5ND4OOauhGcLMozKdyBoVYAfQd3MFedCZQ8eccVNXx4&source=gbs_api
The Motivation Manifesto: 9 Declarations to Claim Your Personal Power,Brendon Burchard,C3_EBQAAQBAJ,22891629,2021/02/10,,read,4,236.0,http://books.google.com/books/publisher/content?id=C3_EBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE73z_UahEe5dotOzAUPICHwy9kBVUpkNYPaWC-SF8Lr2ykG8P_CURwdhgn_VEbn0c9LhtV6XNt9EsT41FiW1mONyBzTRAiGgH6xG-bQnWSk55q0zAQVty0dQpAtD0ofSoWNEGhPI&source=gbs_api
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,M69poeV1UhoC,629,2021/02/10,,read,4,540.0,http://books.google.com/books/content?id=M69poeV1UhoC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73mivb-or_40rUQ47xVFopAoErmylAzH2z5yteSybgv0ZpE-XpLcb4uTERrLvI5-o80CMoWQnaniEpgDvsvOQdtxYo1PBBlfPXUbl7S24xzcKmYzBlsBR85549jJueHiVrZa6W0&source=gbs_api
The Consolations of Philosophy,Alain de Botton,e5b5GrNtMrQC,23419,2021/02/10,,read,5,265.0,http://books.google.com/books/content?id=e5b5GrNtMrQC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73V2ffUej_nANmyXXYJYRT9kD1fZrRzyY1N7Sxg7F7A8mVfRd0Imisg2QlmYa7-TXigJF9B3ej8Uoe-K_eN15D2Ogv89Hou4kDXFU2eWiYi70d3eAityKCVBL389XIKBoEK6Z-n&source=gbs_api
Waiting For The Man: Story of Drugs and Popular Music,Harry Shapiro,h8s4AQAAIAAJ,2214668,2021/02/10,,read,5,256.0,http://books.google.com/books/content?id=h8s4AQAAIAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73P4jxXeqi0V2kODMuDyGJ-YlwVD0FF5LCcIJ552O1jCr_E5GmgHdQto8G0WXPII-Zcsq49DjdJigWn20C7kWf00HFtNKof6CfEbEP_0hCmsNx8vxwquMhbWHWVok9_usSO1TsC&source=gbs_api
The Utopia Experiment,Dylan Evans,Bb4tBQAAQBAJ,24248053,2021/02/10,,read,5,275.0,http://books.google.com/books/publisher/content?id=Bb4tBQAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72Wr3_RFwRm5cccEP557ibGxPdGmCdYJH0wNZHDdqINOq4h8EvldYbsSPFcDh2cnMe6MRCEqlZyEHr00oaQSgTW-z7bxuGtQRgDnfwwxZqf_8zlv-j4CHQKdUGiJS7i6vB1MaVi&source=gbs_api
"Reader, Come Home: The Reading Brain in a Digital World",Maryanne Wolf,Hlg_DwAAQBAJ,35887237,2023/02/11,2023/02/19,read,4,272.0,http://books.google.com/books/publisher/content?id=Hlg_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE721WTpDOicBVMOHbi9dNI2B0xG0cq7n7kfoS4M2TSxvS8Dqn5i_tX1TIbIo3tiHjyRdOdWGeFdVb27ognoihG_TemsZ83cLUF-obCNzo3LT18KGcKjwm10u5U82cr6bPP10SkIH&source=gbs_api
The Winter of Our Discontent,John Steinbeck,gzNVrIRJSIoC,4796,2023/08/20,2023/09/07,read,4,291.0,http://books.google.com/books/content?id=gzNVrIRJSIoC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70mn7GqH2eefhMA1tKeEekObApvEin9-epuI98BlUMzzATRjXESpg-tYUWKV92J8PcQ9QAgs7p8h9KPZ-fDJxsaFarT3f1VRSyGdSKnaT3Qoxk2cm2lt8Pagt2HeBrMa2QHr0GM&source=gbs_api
Mind-Body Medicine: The New Science of Optimal Health,Jason M. Satterfield,FYqMoAEACAAJ,24783723,2023/07/31,2023/09/07,read,4,,
